Age,Gender,MaritalStatus,AnnualIncome,EducationLevel,NumberOfDependents,Target_BoughtInsurance,Target_InsuranceType
23,Male,Single,100967.18,Master,0,1,FSA
40,Male,Married,94268.84,Bachelor,2,0,No_Insurance
62,Male,Widowed,105287.64,Associate,0,1,FSA
44,Female,Married,47759.46,High School,1,1,FSA
38,Female,Married,45063.9,High School,1,0,No_Insurance
53,Male,Divorced,76335.98,High School,0,1,Life
32,Female,Married,59126.25,Bachelor,1,1,Life
55,Male,Divorced,108977.03,Bachelor,2,1,FSA
60,Male,Widowed,96749.39,Bachelor,0,1,A&H
39,Male,Married,93221.59,Master,2,1,Life
36,Female,Married,59050.01,High School,4,1,Life
48,Male,Married,44172.71,High School,2,1,Life
30,Male,Married,80358.39,Bachelor,2,1,A&H
54,Female,Married,64215.96,High School,1,1,Life
50,Male,Married,58579.33,High School,2,1,Life
40,Male,Married,106488.93,Master,1,1,FSA
48,Male,Married,198901.45,PhD,4,1,Life
45,Female,Married,150143.74,PhD,2,1,FSA
38,Female,Divorced,57633.21,Associate,0,0,No_Insurance
50,Female,Married,67897.02,Associate,4,1,Life
31,Male,Divorced,46027.66,Associate,0,0,No_Insurance
26,Female,Married,132369.39,Master,0,1,FSA
38,Male,Single,58223.84,High School,0,1,A&H
41,Female,Married,94419.28,Bachelor,2,1,Life
51,Male,Married,89238.82,Master,3,1,A&H
41,Male,Married,51910.3,High School,3,1,Life
29,Male,Married,31205.22,High School,4,1,A&H
33,Female,Married,41648.93,Other,2,1,Life
48,Male,Single,109600.55,Bachelor,0,1,A&H
20,Female,Single,30745.94,High School,0,0,No_Insurance
45,Male,Married,60573.58,Associate,1,1,Life
34,Male,Married,112740.02,Master,3,1,Life
42,Male,Divorced,59839.55,High School,2,1,FSA
28,Female,Married,59059.33,Bachelor,4,1,FSA
41,Male,Divorced,101793.92,Bachelor,1,1,FSA
50,Female,Married,47462.95,High School,2,1,Life
50,Female,Married,83970.48,Bachelor,4,1,Life
24,Female,Single,27282.45,High School,0,0,No_Insurance
48,Male,Married,90410.02,Master,2,1,Life
54,Male,Married,127812.52,Bachelor,1,1,Life
44,Male,Married,76883.87,Bachelor,3,1,Life
25,Male,Divorced,69934.6,Bachelor,1,1,Life
43,Female,Married,111654.5,Master,1,1,FSA
26,Female,Single,49866.6,Bachelor,0,0,No_Insurance
18,Female,Single,28465.85,Associate,0,1,Life
22,Female,Single,45009.71,Other,0,0,No_Insurance
46,Female,Married,64195.9,High School,1,1,Life
43,Female,Married,48828.53,High School,2,1,FSA
57,Male,Divorced,76670.27,Other,1,1,A&H
59,Female,Married,98604.7,Associate,0,1,A&H
22,Male,Single,42135.86,Bachelor,0,0,No_Insurance
69,Female,Married,91331.02,Bachelor,0,1,A&H
24,Female,Single,41573.05,Associate,0,0,No_Insurance
24,Male,Single,61320.85,Bachelor,0,1,A&H
22,Female,Single,92711.35,PhD,0,1,Life
50,Male,Married,45395.47,High School,3,1,Life
23,Female,Single,76177.61,Bachelor,0,1,Life
37,Female,Married,64086.51,High School,2,1,Life
35,Male,Single,40814.06,High School,0,1,FSA
18,Female,Single,25999.4,High School,0,1,FSA
46,Male,Married,102702.5,Master,2,1,Life
34,Female,Married,54789.08,Associate,2,1,FSA
28,Male,Married,124520.54,Master,3,1,Life
28,Male,Married,109775.8,Master,3,1,FSA
30,Female,Married,94694.11,Bachelor,4,0,No_Insurance
36,Female,Married,66220.33,Bachelor,4,1,Life
35,Male,Married,44395.5,Associate,1,1,Life
50,Female,Married,70569.88,Associate,2,1,FSA
36,Female,Divorced,95477.09,Bachelor,1,1,A&H
23,Male,Single,64641.38,Bachelor,0,0,No_Insurance
41,Male,Married,84503.32,Associate,1,1,Life
29,Female,Married,49132.44,Associate,1,1,A&H
74,Male,Married,101810.1,High School,2,1,FSA
59,Male,Divorced,72183.48,High School,2,1,Life
52,Male,Married,65382.89,Associate,1,1,Life
33,Male,Single,34760.42,High School,0,0,No_Insurance
32,Female,Divorced,79722.75,Master,0,1,FSA
37,Female,Married,56510.15,Bachelor,2,1,Life
43,Female,Single,91831.52,Master,0,1,FSA
21,Male,Single,31990.3,High School,0,1,A&H
19,Male,Single,29694.21,Associate,0,0,No_Insurance
30,Male,Married,43811.99,High School,2,1,Life
35,Male,Single,63846.85,Bachelor,0,1,A&H
30,Male,Single,132343.33,PhD,0,1,FSA
40,Female,Divorced,112529.61,Bachelor,1,1,Life
43,Male,Married,105497.71,Bachelor,1,1,A&H
21,Female,Married,39903.0,High School,0,0,No_Insurance
26,Female,Married,53802.94,Bachelor,0,1,FSA
25,Female,Married,76349.44,Master,0,0,No_Insurance
43,Male,Married,64065.39,Associate,3,1,Life
32,Female,Married,75938.7,Bachelor,3,1,Life
29,Female,Married,38907.02,High School,2,1,Life
34,Male,Married,58467.64,High School,1,1,Life
39,Male,Married,61737.47,High School,2,1,Life
18,Male,Single,29687.72,High School,0,0,No_Insurance
38,Male,Married,98142.42,Master,3,1,Life
27,Female,Married,41094.38,High School,0,1,Life
50,Male,Married,139947.45,Master,1,1,FSA
46,Male,Married,59337.77,High School,4,1,Life
30,Male,Married,65747.4,Bachelor,3,1,Life
32,Female,Divorced,91617.05,Bachelor,2,1,Life
46,Male,Married,99033.51,Bachelor,3,1,Life
54,Male,Single,139280.38,Master,2,1,A&H
55,Male,Married,87232.71,Bachelor,1,1,Life
36,Male,Married,90315.09,Bachelor,2,1,FSA
29,Female,Divorced,63617.48,Bachelor,0,1,Life
36,Male,Married,90883.84,Bachelor,4,1,A&H
40,Female,Married,58007.02,Bachelor,1,1,Life
18,Male,Single,36745.11,Other,0,0,No_Insurance
60,Male,Widowed,158924.82,Master,0,1,FSA
50,Male,Married,150034.16,Master,1,0,No_Insurance
21,Male,Single,56612.07,Bachelor,0,1,A&H
29,Male,Married,49081.54,High School,2,1,FSA
36,Female,Married,143555.42,PhD,2,1,Life
45,Male,Married,92160.1,Bachelor,3,1,Life
27,Male,Married,32708.49,High School,0,1,FSA
42,Male,Single,83481.6,Bachelor,1,1,FSA
38,Female,Married,65507.27,Associate,4,1,Life
48,Female,Married,86077.65,Master,2,1,Life
38,Male,Married,148289.48,Master,2,1,FSA
21,Male,Single,152206.77,PhD,0,1,FSA
44,Male,Married,56096.51,Associate,2,1,Life
65,Female,Widowed,152398.3,Bachelor,0,1,A&H
59,Male,Married,73371.63,Bachelor,0,1,A&H
18,Female,Single,18582.9,High School,0,0,No_Insurance
58,Male,Married,146910.55,PhD,1,1,A&H
32,Female,Married,39592.67,High School,2,1,Life
26,Female,Married,131033.0,Master,1,1,FSA
46,Male,Married,123494.1,Bachelor,2,1,Life
42,Female,Divorced,54425.76,High School,1,0,No_Insurance
23,Female,Single,72136.55,Bachelor,0,1,A&H
48,Female,Single,113443.6,Master,1,1,A&H
36,Female,Married,41521.23,Associate,3,1,Life
51,Male,Married,135715.91,Master,1,0,No_Insurance
68,Female,Widowed,104197.62,Bachelor,1,1,A&H
18,Male,Single,24928.34,High School,0,0,No_Insurance
51,Female,Married,198470.95,PhD,3,1,Life
33,Male,Married,183757.38,PhD,2,1,FSA
37,Male,Single,70642.17,Bachelor,0,1,Life
18,Female,Single,22595.62,High School,0,0,No_Insurance
35,Male,Married,71142.24,Bachelor,2,1,Life
57,Male,Married,88411.31,Other,0,1,A&H
54,Male,Divorced,66328.09,High School,0,1,A&H
18,Male,Single,44839.98,Bachelor,0,0,No_Insurance
55,Male,Married,76432.17,High School,2,0,No_Insurance
39,Female,Married,44947.53,Associate,4,1,Life
67,Female,Married,106289.84,High School,0,1,FSA
21,Male,Single,42790.39,Associate,0,0,No_Insurance
40,Male,Married,72358.29,Other,2,1,FSA
49,Male,Single,96263.94,Bachelor,0,1,A&H
27,Male,Married,48642.21,Associate,0,1,A&H
36,Female,Married,108766.05,Master,2,1,FSA
19,Female,Single,55781.67,Bachelor,0,0,No_Insurance
56,Female,Married,99338.82,Master,0,1,Life
39,Female,Married,58098.46,Associate,2,0,No_Insurance
45,Female,Married,83629.19,Associate,2,1,Life
66,Female,Married,169533.57,Master,0,1,FSA
42,Female,Married,85494.29,Bachelor,2,1,Life
71,Male,Married,167325.75,Master,2,1,Life
34,Male,Divorced,55313.63,Bachelor,0,0,No_Insurance
35,Female,Married,62362.14,Other,4,1,Life
30,Male,Married,57395.56,Bachelor,2,1,Life
20,Male,Single,117401.12,Master,0,1,FSA
72,Female,Married,174207.29,Master,0,1,A&H
62,Male,Widowed,70990.39,Other,0,1,A&H
32,Female,Married,40208.81,Associate,3,1,Life
70,Male,Widowed,91496.51,Bachelor,0,1,FSA
45,Female,Married,100733.96,Master,2,1,Life
34,Male,Married,56649.64,Bachelor,1,1,FSA
35,Female,Married,141747.07,PhD,1,1,FSA
40,Male,Married,41987.68,High School,1,1,Life
48,Female,Married,52903.87,High School,3,1,Life
44,Male,Single,75018.05,Associate,0,1,FSA
18,Male,Single,29927.76,High School,0,0,No_Insurance
43,Female,Single,96512.4,Master,0,1,Life
27,Female,Married,38268.98,High School,0,1,FSA
30,Male,Married,137679.14,Master,3,1,FSA
57,Female,Divorced,75371.22,Bachelor,0,1,A&H
67,Female,Widowed,87860.76,High School,1,1,A&H
50,Female,Married,146889.25,PhD,4,1,Life
39,Female,Married,37368.63,High School,3,1,Life
46,Female,Married,115188.3,Bachelor,2,1,A&H
50,Male,Single,80915.23,High School,0,1,A&H
50,Male,Married,52240.61,High School,3,1,Life
18,Female,Single,92703.87,Master,0,0,No_Insurance
56,Female,Married,79180.63,High School,0,1,Life
49,Male,Married,75998.74,Associate,1,0,No_Insurance
26,Female,Married,44453.53,High School,1,1,FSA
29,Female,Single,66186.07,Bachelor,0,0,No_Insurance
45,Female,Married,133351.15,Master,2,1,FSA
48,Male,Divorced,81100.71,Bachelor,1,1,A&H
34,Male,Divorced,117550.77,Master,0,1,FSA
26,Male,Divorced,74483.79,Bachelor,0,1,FSA
76,Female,Widowed,108885.87,High School,1,1,A&H
48,Male,Married,56789.96,High School,1,1,FSA
53,Male,Married,78085.48,Associate,2,1,Life
45,Male,Married,85385.23,Associate,3,1,A&H
35,Male,Married,61888.24,Associate,4,1,Life
38,Male,Married,63623.44,High School,2,0,No_Insurance
32,Female,Married,62390.8,Bachelor,2,1,A&H
35,Female,Married,57674.21,Associate,3,1,FSA
43,Female,Married,75929.31,Bachelor,3,1,FSA
40,Male,Married,45794.4,Other,3,1,FSA
41,Male,Married,111712.05,Master,2,1,FSA
18,Male,Single,107511.33,Master,0,1,FSA
80,Female,Married,163228.12,Bachelor,0,1,A&H
61,Female,Divorced,101829.6,High School,0,1,A&H
55,Female,Single,111621.62,Bachelor,0,1,FSA
30,Female,Married,78919.96,Master,2,1,FSA
38,Male,Married,96761.36,Bachelor,1,1,Life
55,Male,Married,99629.66,Associate,1,1,Life
46,Female,Divorced,81362.8,Associate,0,1,A&H
43,Female,Divorced,142070.99,Master,0,1,A&H
59,Male,Married,149367.04,Master,0,1,FSA
63,Male,Widowed,116812.84,Associate,0,1,FSA
54,Female,Married,109450.31,Master,2,1,FSA
46,Female,Divorced,156306.22,Master,2,1,Life
29,Male,Married,88304.33,Bachelor,1,1,FSA
18,Male,Married,83623.57,Master,2,0,No_Insurance
42,Male,Married,70491.58,Bachelor,3,1,Life
31,Female,Married,139837.65,Master,3,1,Life
56,Female,Married,106794.7,Bachelor,1,1,Life
18,Female,Single,54500.01,Bachelor,0,0,No_Insurance
53,Male,Single,112855.82,Bachelor,0,1,A&H
62,Female,Married,108910.4,Bachelor,0,1,A&H
41,Female,Married,103507.76,Master,2,1,Life
37,Male,Divorced,83919.39,Bachelor,2,1,Life
28,Male,Married,41539.03,High School,2,0,No_Insurance
45,Male,Married,121585.05,PhD,1,1,FSA
22,Male,Single,111712.26,Master,0,0,No_Insurance
34,Male,Married,63173.73,Associate,2,1,Life
50,Male,Married,178985.79,PhD,2,1,Life
39,Female,Married,45358.02,High School,1,1,FSA
27,Male,Married,36933.11,High School,0,1,FSA
29,Male,Married,43762.72,Associate,1,1,FSA
61,Male,Married,132826.72,Bachelor,0,1,Life
36,Male,Married,51658.17,Associate,3,1,Life
35,Female,Single,62369.28,Associate,0,1,FSA
45,Female,Single,83683.0,Bachelor,0,1,A&H
23,Female,Single,35170.45,High School,0,0,No_Insurance
23,Female,Single,98497.86,PhD,0,1,A&H
64,Male,Divorced,96247.09,Associate,0,1,A&H
49,Male,Married,54174.86,High School,4,1,Life
24,Female,Single,33417.27,High School,0,0,No_Insurance
33,Female,Divorced,67983.77,Associate,0,1,FSA
51,Male,Married,67749.28,Associate,4,1,Life
28,Female,Single,49043.39,Associate,0,1,Life
24,Male,Married,123552.74,Master,0,1,A&H
33,Male,Married,37825.85,High School,4,1,FSA
37,Female,Married,87962.47,Bachelor,3,1,Life
45,Female,Single,80282.06,Associate,0,1,FSA
46,Male,Married,75508.07,Associate,1,1,Life
24,Male,Single,35104.06,High School,0,0,No_Insurance
33,Male,Married,56905.15,Associate,2,1,FSA
61,Male,Widowed,94171.77,Other,0,1,A&H
27,Female,Married,110316.52,Master,0,1,FSA
41,Male,Married,82398.14,Bachelor,3,1,Life
33,Female,Divorced,53637.71,High School,0,1,FSA
39,Male,Married,87813.04,Bachelor,2,1,FSA
53,Male,Married,93511.47,High School,3,0,No_Insurance
31,Male,Married,72052.76,Master,1,1,FSA
48,Male,Married,88917.5,Associate,3,1,Life
54,Female,Married,70208.69,Associate,1,1,Life
22,Male,Single,115931.01,PhD,0,0,No_Insurance
48,Male,Married,143855.75,PhD,4,1,FSA
21,Female,Single,64178.38,Bachelor,0,0,No_Insurance
39,Female,Married,136256.08,Master,3,1,Life
38,Female,Divorced,46514.77,Associate,2,1,Life
36,Female,Married,42132.71,High School,2,1,FSA
43,Male,Married,67042.79,Associate,3,1,Life
54,Male,Married,82443.97,Bachelor,3,1,A&H
22,Male,Single,70181.47,Bachelor,0,0,No_Insurance
39,Female,Married,43400.48,High School,3,1,Life
52,Female,Married,105505.18,Bachelor,3,1,Life
26,Female,Married,58385.29,Bachelor,0,1,FSA
18,Male,Single,63577.3,Bachelor,0,0,No_Insurance
18,Female,Single,76366.37,Master,0,1,Life
24,Female,Single,35687.28,Associate,0,0,No_Insurance
63,Male,Widowed,77182.33,High School,1,0,No_Insurance
45,Female,Married,150171.62,Master,1,0,No_Insurance
46,Male,Married,99137.69,Bachelor,2,1,Life
55,Female,Married,156014.92,Master,2,1,FSA
69,Female,Widowed,87133.85,High School,1,1,A&H
42,Male,Married,52661.95,High School,2,1,A&H
38,Female,Divorced,64757.51,High School,1,1,Life
48,Male,Married,91705.43,Bachelor,3,1,Life
26,Female,Married,111158.47,Master,0,1,FSA
67,Female,Married,74834.69,High School,2,1,A&H
51,Male,Married,50978.09,Associate,1,1,Life
28,Female,Married,65710.07,Bachelor,3,1,Life
72,Male,Widowed,164811.09,Bachelor,0,1,FSA
45,Male,Divorced,141115.38,Master,2,1,FSA
36,Male,Married,72874.78,Bachelor,2,1,FSA
40,Female,Married,49797.2,High School,3,1,Life
28,Male,Divorced,27502.48,High School,0,0,No_Insurance
28,Female,Married,98323.91,Master,2,1,FSA
61,Male,Married,130660.51,Bachelor,0,1,FSA
45,Male,Single,68635.16,Associate,1,1,Life
38,Female,Married,89251.86,Bachelor,1,1,Life
26,Female,Single,41642.0,High School,0,0,No_Insurance
18,Male,Single,58500.25,Bachelor,0,1,FSA
34,Male,Married,57586.49,Bachelor,2,1,Life
51,Female,Married,98013.75,Bachelor,1,1,Life
64,Male,Divorced,120281.16,Bachelor,0,1,A&H
64,Male,Widowed,82188.8,High School,0,1,A&H
53,Female,Married,174136.25,PhD,2,1,Life
37,Female,Married,85865.24,Master,3,1,Life
51,Female,Divorced,113927.56,Bachelor,0,1,FSA
49,Male,Married,66287.06,Associate,3,1,Life
45,Female,Single,74140.51,Associate,0,0,No_Insurance
44,Male,Married,69314.63,Bachelor,2,1,A&H
40,Male,Divorced,67895.4,Associate,1,1,FSA
44,Female,Married,63059.5,High School,1,1,FSA
32,Female,Single,42942.08,High School,0,1,Life
50,Female,Married,130625.34,Bachelor,2,1,Life
49,Female,Married,50088.32,Associate,2,1,Life
48,Female,Divorced,116648.25,PhD,0,1,A&H
43,Male,Married,101254.66,Bachelor,2,1,FSA
52,Male,Married,58312.71,Associate,1,0,No_Insurance
33,Female,Married,36151.06,High School,2,1,Life
27,Male,Married,102396.68,Master,0,1,FSA
34,Female,Married,46129.11,High School,3,1,Life
38,Female,Married,67710.4,High School,4,1,A&H
40,Male,Married,38621.61,High School,3,1,Life
25,Male,Divorced,45730.11,Associate,0,1,FSA
49,Female,Married,77981.44,Bachelor,3,1,Life
31,Female,Married,61480.48,Bachelor,3,1,Life
57,Male,Married,123712.25,Bachelor,1,1,A&H
47,Male,Married,63869.97,Associate,3,1,Life
52,Female,Single,115793.15,Bachelor,0,1,A&H
71,Female,Married,100867.94,Other,0,1,A&H
35,Female,Married,49138.63,High School,3,1,Life
54,Male,Married,122361.51,Bachelor,2,1,A&H
18,Female,Single,54923.75,Bachelor,0,0,No_Insurance
39,Female,Married,75301.29,Bachelor,2,1,Life
38,Male,Married,89886.94,Bachelor,2,1,Life
34,Male,Married,122783.24,Master,4,1,FSA
29,Female,Single,161396.65,PhD,0,1,FSA
35,Male,Divorced,96691.4,Master,0,1,FSA
42,Female,Married,85448.01,Bachelor,3,1,Life
22,Female,Single,116833.04,PhD,0,1,FSA
38,Male,Married,53847.37,Associate,1,0,No_Insurance
58,Female,Married,89973.23,High School,0,1,A&H
45,Female,Married,91579.65,Bachelor,4,1,Life
19,Female,Single,43972.76,Bachelor,0,0,No_Insurance
59,Male,Married,99863.74,Associate,0,0,No_Insurance
52,Male,Single,124144.45,Bachelor,1,1,A&H
18,Male,Single,67964.31,Master,0,1,FSA
36,Female,Married,176620.97,PhD,2,1,FSA
18,Male,Single,54893.7,Bachelor,0,0,No_Insurance
38,Female,Married,66859.3,High School,3,1,Life
38,Female,Married,90484.77,Master,3,1,Life
50,Male,Married,161009.66,Master,2,1,FSA
48,Male,Married,118924.46,Bachelor,2,1,Life
61,Female,Widowed,76431.84,High School,0,1,Life
50,Female,Married,67481.31,Associate,3,1,Life
36,Female,Single,96489.67,Master,0,1,Life
37,Male,Married,131558.69,Master,3,1,Life
47,Male,Married,77144.97,High School,4,1,Life
32,Male,Married,87906.32,Master,3,1,FSA
50,Female,Married,110066.48,Master,1,1,Life
39,Female,Married,68160.05,Bachelor,3,1,Life
48,Female,Married,154680.3,Master,2,1,Life
55,Female,Married,75197.11,Associate,2,1,Life
46,Male,Married,191295.06,PhD,3,1,FSA
53,Female,Married,116604.92,Bachelor,2,0,No_Insurance
72,Female,Divorced,124615.39,Other,2,1,A&H
46,Female,Married,117779.86,Master,4,1,Life
41,Male,Married,128876.33,PhD,1,1,FSA
36,Male,Married,81166.81,Master,4,1,Life
52,Male,Married,66162.56,Associate,1,1,Life
65,Female,Divorced,85008.72,Bachelor,0,1,A&H
58,Female,Married,69373.09,High School,1,1,Life
24,Female,Single,133014.91,PhD,0,0,No_Insurance
35,Female,Divorced,35913.99,High School,0,1,Life
23,Male,Single,34821.43,High School,0,1,FSA
26,Male,Married,47635.93,Bachelor,0,1,A&H
43,Female,Married,56646.48,High School,1,1,A&H
28,Male,Divorced,48024.58,Other,0,1,FSA
47,Female,Married,61314.17,High School,3,1,Life
29,Female,Divorced,50096.14,High School,1,1,Life
36,Female,Married,42211.25,High School,4,1,Life
56,Female,Married,58506.69,High School,0,1,A&H
50,Female,Single,73610.25,Bachelor,1,1,Life
56,Female,Married,49437.02,High School,0,1,Life
26,Male,Divorced,42718.95,Associate,0,0,No_Insurance
34,Male,Married,47719.64,Associate,2,1,A&H
40,Female,Married,40843.19,High School,3,1,Life
41,Female,Divorced,95287.13,Master,0,1,Life
32,Male,Married,70927.71,Bachelor,1,1,Life
64,Male,Widowed,68689.99,Associate,0,1,A&H
45,Male,Single,46983.56,Associate,0,1,A&H
49,Female,Divorced,68528.61,High School,0,1,Life
43,Male,Married,122162.12,Master,2,1,FSA
22,Female,Single,62824.62,Bachelor,0,1,A&H
40,Male,Married,72517.31,Associate,1,1,Life
20,Male,Single,42013.91,Bachelor,0,0,No_Insurance
55,Female,Married,71528.77,Other,2,1,FSA
52,Male,Married,203804.0,PhD,2,1,Life
28,Male,Married,58098.14,Bachelor,2,1,Life
33,Male,Divorced,44945.66,High School,0,1,FSA
55,Female,Married,104018.18,Bachelor,1,1,Life
42,Female,Married,89597.03,Master,4,1,FSA
38,Female,Married,50183.74,Associate,2,1,A&H
59,Female,Single,65805.49,High School,0,1,A&H
63,Female,Widowed,142150.57,Bachelor,0,1,Life
47,Male,Married,114219.53,Bachelor,2,1,Life
25,Female,Married,142824.45,PhD,0,1,FSA
44,Male,Married,81516.82,Associate,2,0,No_Insurance
33,Female,Divorced,52614.61,Bachelor,0,1,FSA
40,Female,Divorced,91986.29,Bachelor,0,1,Life
41,Male,Married,58478.81,Associate,3,1,Life
40,Male,Married,56515.93,Associate,3,1,Life
18,Female,Single,47688.01,Bachelor,0,0,No_Insurance
36,Male,Married,80852.38,Bachelor,2,1,A&H
49,Male,Divorced,68123.82,High School,0,1,Life
38,Male,Divorced,54659.26,Associate,1,1,FSA
42,Male,Married,59869.17,Bachelor,2,1,Life
59,Male,Divorced,57828.65,High School,0,0,No_Insurance
52,Male,Married,82974.62,Associate,1,1,Life
48,Male,Married,198896.92,PhD,2,1,FSA
20,Female,Single,31867.03,High School,0,0,No_Insurance
20,Male,Single,104350.89,Master,0,1,FSA
30,Female,Married,32839.96,High School,1,1,Life
48,Male,Married,56989.16,High School,1,1,FSA
51,Female,Married,48603.93,High School,2,1,Life
45,Female,Married,64321.85,High School,4,1,Life
32,Male,Divorced,120312.97,Master,0,1,FSA
49,Female,Married,135157.36,Master,1,1,FSA
24,Male,Single,53657.29,Bachelor,0,1,A&H
59,Male,Married,73835.1,Associate,2,1,Life
53,Male,Married,71942.5,Bachelor,1,0,No_Insurance
40,Female,Single,85556.52,Master,2,1,FSA
34,Male,Divorced,98627.52,Bachelor,0,1,A&H
35,Male,Married,51829.78,Associate,3,1,Life
43,Female,Married,98903.84,Master,1,1,A&H
59,Male,Divorced,181806.24,Master,0,1,FSA
55,Female,Married,107963.97,Bachelor,4,1,Life
59,Male,Divorced,79894.57,High School,0,0,No_Insurance
28,Female,Married,36415.6,Other,3,1,Life
55,Male,Single,76471.23,Bachelor,0,1,Life
33,Female,Divorced,72949.38,Bachelor,0,1,Life
47,Female,Married,89319.68,Master,2,1,Life
18,Female,Single,75430.66,Bachelor,0,0,No_Insurance
61,Female,Widowed,95924.62,Bachelor,0,0,No_Insurance
83,Male,Married,91871.92,High School,1,1,A&H
43,Female,Married,125661.66,Master,4,1,A&H
39,Male,Married,99241.48,Master,2,1,FSA
51,Male,Married,55829.33,High School,2,1,Life
45,Female,Married,126392.13,Master,4,1,FSA
40,Female,Single,49166.92,Associate,0,1,Life
33,Male,Single,58613.28,Bachelor,0,0,No_Insurance
30,Female,Divorced,43629.22,High School,1,1,A&H
46,Male,Single,85783.16,Bachelor,0,1,A&H
67,Female,Married,113635.33,Associate,0,1,A&H
29,Male,Married,172692.42,PhD,2,1,FSA
67,Female,Married,101797.89,Bachelor,0,1,A&H
20,Male,Single,67435.45,Bachelor,0,0,No_Insurance
26,Male,Married,76133.51,Bachelor,2,1,Life
61,Male,Widowed,86950.13,Associate,2,1,Life
40,Female,Married,65568.91,Bachelor,2,1,Life
37,Male,Single,91169.74,Bachelor,0,1,Life
60,Female,Widowed,107335.05,Associate,0,1,FSA
41,Female,Divorced,98304.12,Master,0,1,FSA
31,Male,Married,43969.38,High School,1,1,A&H
32,Male,Married,52926.38,Bachelor,2,1,Life
48,Male,Married,102202.89,Bachelor,3,1,Life
47,Female,Married,83703.56,Other,2,1,A&H
18,Male,Married,20964.91,High School,2,0,No_Insurance
52,Male,Single,140340.87,PhD,1,1,FSA
24,Female,Married,40711.22,High School,0,1,A&H
42,Female,Divorced,64067.78,Associate,0,1,FSA
18,Female,Single,34069.99,Associate,0,0,No_Insurance
38,Female,Married,110070.87,Bachelor,4,1,A&H
63,Female,Widowed,115422.42,Bachelor,0,1,A&H
48,Male,Married,79090.99,High School,3,1,Life
67,Female,Widowed,186825.28,Master,2,1,FSA
54,Male,Married,134119.89,PhD,2,1,FSA
42,Female,Married,113697.47,Bachelor,1,1,FSA
47,Male,Divorced,69739.74,High School,0,1,Life
56,Male,Married,100880.96,Bachelor,0,1,FSA
22,Male,Single,46581.69,Associate,0,0,No_Insurance
41,Female,Married,76512.75,Bachelor,3,1,Life
68,Female,Married,152575.83,Bachelor,2,1,A&H
29,Female,Married,32478.9,High School,2,1,Life
23,Male,Single,24899.37,High School,0,0,No_Insurance
48,Female,Married,71664.12,Bachelor,2,0,No_Insurance
22,Female,Single,38488.07,Associate,0,0,No_Insurance
52,Male,Single,84168.43,High School,1,1,Life
55,Female,Single,81541.39,High School,2,1,Life
22,Female,Single,46979.32,Bachelor,0,1,A&H
22,Female,Single,28888.81,High School,0,0,No_Insurance
69,Female,Widowed,150544.08,Master,0,1,FSA
57,Female,Married,98341.84,High School,1,1,A&H
41,Female,Divorced,115220.88,Bachelor,0,1,FSA
31,Male,Married,54223.84,Associate,2,1,Life
27,Female,Single,93026.5,Master,0,0,No_Insurance
26,Female,Divorced,49036.14,Bachelor,1,1,FSA
55,Male,Married,138586.36,Bachelor,3,1,Life
36,Male,Divorced,36839.6,High School,0,1,A&H
33,Female,Married,37938.69,High School,3,1,Life
47,Female,Married,85217.95,Bachelor,3,1,Life
66,Female,Widowed,129418.62,Bachelor,1,1,FSA
22,Female,Single,31721.6,High School,0,0,No_Insurance
62,Male,Widowed,129901.75,Master,0,1,A&H
54,Female,Married,113944.53,Master,3,1,Life
50,Male,Single,121448.96,Master,1,1,FSA
18,Female,Single,63851.25,Master,0,0,No_Insurance
18,Female,Single,29841.44,Other,0,0,No_Insurance
59,Female,Married,93412.34,Bachelor,0,1,FSA
46,Male,Married,109952.64,Bachelor,4,1,Life
52,Female,Married,166344.76,PhD,3,0,No_Insurance
31,Female,Married,63627.53,Bachelor,3,1,Life
35,Male,Married,87442.83,Master,1,1,FSA
57,Male,Single,62786.63,High School,1,1,Life
38,Female,Married,58575.05,Bachelor,2,1,Life
51,Female,Married,62806.19,High School,2,1,Life
41,Male,Married,60563.46,Associate,3,1,Life
31,Male,Married,93092.45,Bachelor,1,1,A&H
42,Male,Single,80871.7,Bachelor,1,1,A&H
46,Female,Married,113045.86,Bachelor,1,1,FSA
32,Male,Married,64547.79,Bachelor,3,1,Life
49,Female,Married,164281.54,Master,2,1,A&H
42,Female,Single,141781.22,Master,0,1,FSA
52,Male,Divorced,111650.89,Master,0,1,FSA
34,Female,Married,37091.51,High School,3,1,Life
43,Male,Married,43252.44,High School,4,1,Life
59,Male,Married,146815.24,Master,0,1,FSA
31,Female,Married,86667.65,Bachelor,3,1,FSA
43,Female,Married,89875.88,Bachelor,3,1,A&H
45,Male,Married,76650.63,Associate,2,1,A&H
51,Female,Married,64058.73,Associate,1,1,Life
35,Female,Married,139973.24,Master,2,1,FSA
53,Female,Divorced,66746.9,High School,0,1,A&H
57,Male,Single,136758.71,Master,1,1,FSA
37,Male,Divorced,145636.09,PhD,0,1,FSA
33,Female,Divorced,132582.26,Master,0,1,FSA
47,Female,Married,121832.71,Bachelor,3,1,FSA
48,Female,Married,49897.73,High School,4,1,Life
76,Male,Widowed,136411.28,Bachelor,0,1,Life
45,Male,Married,81734.24,Associate,3,1,Life
45,Male,Married,86095.13,Master,1,1,A&H
29,Male,Divorced,54148.02,Associate,2,1,A&H
36,Female,Divorced,82180.68,Master,0,1,FSA
